model,method,idx,size,jobs,machines,feasible,true_makespan,pred_makespan,gap_pct,exact_makespan,ops_emitted,ops_expected,extra_ops,precedence_violations,routing_order_violations,timing_consistency_violations,machine_capacity_violations,missing_op_count,total_violations,gen_tokens,time_s
ministral,LoRA,183,10x2,10,2,1,1527,1527,0.0,1,20,20,0,0,0,0,0,0,0,356,13.9
ministral,LoRA,184,7x6,7,6,1,667,707,6.0,0,42,42,0,0,0,0,0,0,0,700,27.2
ministral,LoRA,185,7x4,7,4,1,1851,1920,3.73,0,28,28,0,0,0,0,0,0,0,508,19.7
ministral,LoRA,186,6x4,6,4,1,1335,1404,5.17,0,24,24,0,0,0,0,0,0,0,433,16.8
ministral,LoRA,187,10x7,10,7,1,2042,2363,15.72,0,70,70,0,0,0,0,0,0,0,1298,50.5
ministral,LoRA,188,8x5,8,5,1,1700,1713,0.76,0,40,40,0,0,0,0,0,0,0,710,27.7
ministral,LoRA,189,7x2,7,2,1,1390,1390,0.0,1,14,14,0,0,0,0,0,0,0,257,10.1
ministral,LoRA,190,7x4,7,4,1,1296,1360,4.94,0,28,28,0,0,0,0,0,0,0,493,19.1
ministral,LoRA,191,4x3,4,3,1,1451,1481,2.07,0,12,12,0,0,0,0,0,0,0,216,8.5
ministral,LoRA,192,4x4,4,4,1,143,151,5.59,0,16,16,0,0,0,0,0,0,0,245,9.5
ministral,LoRA,193,9x4,9,4,1,860,860,0.0,1,36,36,0,0,0,0,0,0,0,614,23.9
ministral,LoRA,194,4x3,4,3,1,1187,1387,16.85,0,12,12,0,0,0,0,0,0,0,222,8.7
ministral,LoRA,195,10x8,10,8,1,219,280,27.85,0,80,80,0,0,0,0,0,0,0,1251,48.5
ministral,LoRA,196,6x5,6,5,1,2582,2854,10.53,0,30,30,0,0,0,0,0,0,0,558,21.8
ministral,LoRA,197,10x7,10,7,1,1876,1942,3.52,0,70,70,0,0,0,0,0,0,0,1278,49.5
ministral,LoRA,198,9x4,9,4,1,1888,1970,4.34,0,36,36,0,0,0,0,0,0,0,655,25.4
ministral,LoRA,199,5x5,5,5,1,402,443,10.2,0,25,25,0,0,0,0,0,0,0,410,15.9
ministral,LoRA,200,8x6,8,6,1,1622,1787,10.17,0,48,48,0,0,0,0,0,0,0,854,33.3
ministral,rsLoRA,1,7x3,7,3,1,977,977,0.0,1,21,21,0,0,0,0,0,0,0,356,17.4
ministral,rsLoRA,2,7x7,7,7,0,941,1006,6.91,0,48,49,0,0,6,0,0,1,7,831,32.1
ministral,rsLoRA,3,6x2,6,2,1,1402,1402,0.0,1,12,12,0,0,0,0,0,0,0,213,8.3
ministral,rsLoRA,4,6x3,6,3,1,1565,1749,11.76,0,18,18,0,0,0,0,0,0,0,334,13.0
ministral,rsLoRA,5,5x4,5,4,1,1286,1430,11.2,0,20,20,0,0,0,0,0,0,0,361,14.1
ministral,rsLoRA,6,6x2,6,2,1,449,456,1.56,0,12,12,0,0,0,0,0,0,0,198,7.7
ministral,rsLoRA,7,8x5,8,5,1,462,531,14.94,0,40,40,0,0,0,0,0,0,0,651,25.3
ministral,rsLoRA,8,6x3,6,3,1,498,512,2.81,0,18,18,0,0,0,0,0,0,0,298,11.6
ministral,rsLoRA,9,8x4,8,4,0,1157,1157,0.0,1,31,32,0,0,3,0,0,1,4,556,21.7
ministral,rsLoRA,10,3x2,3,2,1,71,71,0.0,1,6,6,0,0,0,0,0,0,0,87,3.4
ministral,rsLoRA,11,3x3,3,3,1,146,146,0.0,1,9,9,0,0,0,0,0,0,0,136,5.3
ministral,rsLoRA,12,4x2,4,2,1,409,472,15.4,0,8,8,0,0,0,0,0,0,0,134,5.3
ministral,rsLoRA,13,6x3,6,3,1,1289,1312,1.78,0,18,18,0,0,0,0,0,0,0,327,12.8
ministral,rsLoRA,14,4x2,4,2,1,525,525,0.0,1,8,8,0,0,0,0,0,0,0,137,5.4
ministral,rsLoRA,15,10x5,10,5,1,854,1076,26.0,0,50,50,0,0,0,0,0,0,0,860,33.6
ministral,rsLoRA,16,8x5,8,5,0,2499,2741,9.68,0,39,40,0,0,4,0,0,1,5,749,29.1
ministral,rsLoRA,17,9x8,9,8,1,1223,1687,37.94,0,80,72,0,0,0,0,0,0,0,1430,55.9
ministral,rsLoRA,18,10x6,10,6,1,955,1280,34.03,0,60,60,0,0,0,0,0,0,0,1033,40.3
ministral,rsLoRA,19,3x2,3,2,1,332,369,11.14,0,6,6,0,0,0,0,0,0,0,99,3.9
ministral,rsLoRA,20,9x4,9,4,0,686,747,8.89,0,35,36,0,0,3,0,0,1,4,600,23.4
ministral,rsLoRA,21,8x2,8,2,1,358,358,0.0,1,16,16,0,0,0,0,0,0,0,261,10.1
ministral,rsLoRA,22,9x3,9,3,0,2396,2427,1.29,0,26,27,0,0,2,0,0,1,3,484,18.8
ministral,rsLoRA,23,10x8,10,8,0,127,243,91.34,0,121,80,0,0,8,0,0,0,8,1861,72.4
ministral,rsLoRA,24,9x6,9,6,1,2960,3494,18.04,0,54,54,0,0,0,0,0,0,0,1031,40.0
ministral,rsLoRA,25,6x6,6,6,0,1402,1548,10.41,0,35,36,0,0,5,0,0,1,6,625,24.4
ministral,rsLoRA,26,10x8,10,8,0,374,462,23.53,0,84,80,0,1,10,0,0,1,12,1376,53.7
ministral,rsLoRA,27,8x4,8,4,1,2277,2523,10.8,0,32,32,0,0,0,0,0,0,0,595,23.3
ministral,rsLoRA,28,9x8,9,8,0,490,1324,170.2,0,123,72,0,0,1,2,0,0,3,2112,82.0
ministral,rsLoRA,29,5x2,5,2,1,755,755,0.0,1,10,10,0,0,0,0,0,0,0,172,6.7
ministral,rsLoRA,30,10x6,10,6,1,2566,3581,39.56,0,63,60,0,0,0,0,0,0,0,1183,46.0
ministral,rsLoRA,31,6x2,6,2,1,280,299,6.79,0,12,12,0,0,0,0,0,0,0,189,7.4
ministral,rsLoRA,32,9x7,9,7,0,1651,2319,40.46,0,68,63,0,0,1,0,0,0,1,1267,49.4
ministral,rsLoRA,33,9x2,9,2,1,300,300,0.0,1,18,18,0,0,0,0,0,0,0,287,11.3
ministral,rsLoRA,34,7x5,7,5,1,1580,1900,20.25,0,35,35,0,0,0,0,0,0,0,648,25.2
ministral,rsLoRA,35,8x8,8,8,0,427,567,32.79,0,63,64,0,0,7,0,0,1,8,1040,40.7
ministral,rsLoRA,36,9x9,9,9,0,2614,14697,462.24,0,188,81,0,24,44,22,89,0,179,4096,160.0
ministral,rsLoRA,37,10x5,10,5,0,65,83,27.69,0,49,50,0,0,4,0,0,1,5,690,27.0
ministral,rsLoRA,38,9x3,9,3,1,521,555,6.53,0,27,27,0,0,0,0,0,0,0,452,17.7
ministral,rsLoRA,39,4x2,4,2,1,309,309,0.0,1,8,8,0,0,0,0,0,0,0,133,5.2
ministral,rsLoRA,40,10x5,10,5,1,2180,2180,0.0,1,50,50,0,0,0,0,0,0,0,917,35.6
ministral,rsLoRA,41,9x2,9,2,1,1709,1709,0.0,1,18,18,0,0,0,0,0,0,0,326,12.7
ministral,rsLoRA,42,6x3,6,3,0,1271,1281,0.79,0,17,18,0,0,2,0,0,1,3,321,12.5
ministral,rsLoRA,43,5x4,5,4,1,1442,1499,3.95,0,20,20,0,0,0,0,0,0,0,367,14.4
ministral,rsLoRA,44,8x2,8,2,1,1525,1525,0.0,1,16,16,0,0,0,0,0,0,0,284,11.1
ministral,rsLoRA,45,7x2,7,2,1,523,529,1.15,0,14,14,0,0,0,0,0,0,0,237,9.2
ministral,rsLoRA,46,9x8,9,8,0,857,957,11.67,0,72,72,0,0,1,0,0,0,1,1212,47.0
ministral,rsLoRA,47,7x3,7,3,1,1019,1143,12.17,0,21,21,0,0,0,0,0,0,0,362,14.2
ministral,rsLoRA,48,10x4,10,4,1,2597,2892,11.36,0,40,40,0,0,0,0,0,0,0,754,29.4
ministral,rsLoRA,49,7x7,7,7,0,2987,3030,1.44,0,48,49,0,0,6,0,0,1,7,935,36.5
ministral,rsLoRA,50,6x6,6,6,0,2590,2740,5.79,0,35,36,0,0,5,0,0,1,6,670,26.1
ministral,rsLoRA,51,9x2,9,2,1,1430,1430,0.0,1,18,18,0,0,0,0,0,0,0,316,12.4
ministral,rsLoRA,52,4x3,4,3,1,435,435,0.0,1,12,12,0,0,0,0,0,0,0,203,7.9
ministral,rsLoRA,53,10x2,10,2,0,1598,1598,0.0,1,19,20,0,0,1,0,0,1,2,349,13.6
ministral,rsLoRA,54,9x8,9,8,1,422,491,16.35,0,72,72,0,0,0,0,0,0,0,1171,45.4
ministral,rsLoRA,55,7x5,7,5,0,1365,1479,8.35,0,34,35,0,0,4,0,0,1,5,600,23.4
ministral,rsLoRA,56,10x10,10,10,0,1077,3168,194.15,0,211,100,0,3,31,10,15,0,59,4096,159.2
ministral,rsLoRA,57,10x9,10,9,0,242,841,247.52,0,203,90,0,2,14,0,12,0,28,3292,127.9
ministral,rsLoRA,58,6x2,6,2,1,727,769,5.78,0,12,12,0,0,0,0,0,0,0,209,8.2
ministral,rsLoRA,59,7x3,7,3,0,861,994,15.45,0,20,21,0,0,2,0,0,1,3,359,14.0
ministral,rsLoRA,60,10x10,10,10,0,2466,8038,225.95,0,171,100,0,16,42,41,51,0,150,4096,159.4
ministral,rsLoRA,61,6x4,6,4,0,693,710,2.45,0,23,24,0,0,3,0,0,1,4,397,15.5
ministral,rsLoRA,62,7x7,7,7,1,1466,1608,9.69,0,49,49,0,0,0,0,0,0,0,893,34.8
ministral,rsLoRA,63,6x3,6,3,1,45,49,8.89,0,18,18,0,0,0,0,0,0,0,255,9.9
ministral,rsLoRA,64,7x6,7,6,1,1819,1972,8.41,0,42,42,0,0,0,0,0,0,0,773,30.1
ministral,rsLoRA,65,10x6,10,6,1,591,767,29.78,0,60,60,0,0,0,0,0,0,0,984,38.2
ministral,rsLoRA,66,10x8,10,8,0,532,1110,108.65,0,114,80,0,0,8,0,0,0,8,1917,74.4
ministral,rsLoRA,67,6x6,6,6,1,1064,1189,11.75,0,36,36,0,0,0,0,0,0,0,638,24.8
ministral,rsLoRA,68,6x3,6,3,1,1157,1324,14.43,0,18,18,0,0,0,0,0,0,0,315,12.4
ministral,rsLoRA,69,3x2,3,2,1,1121,1121,0.0,1,6,6,0,0,0,0,0,0,0,107,4.2
ministral,rsLoRA,70,5x2,5,2,1,545,651,19.45,0,10,10,0,0,0,0,0,0,0,170,6.6
ministral,rsLoRA,71,5x5,5,5,1,1016,1218,19.88,0,25,25,0,0,0,0,0,0,0,438,17.2
ministral,rsLoRA,72,7x2,7,2,1,674,834,23.74,0,14,14,0,0,0,0,0,0,0,235,9.2
ministral,rsLoRA,73,6x5,6,5,1,340,352,3.53,0,30,30,0,0,0,0,0,0,0,483,18.9
ministral,rsLoRA,74,6x5,6,5,1,329,329,0.0,1,30,30,0,0,0,0,0,0,0,494,19.3
ministral,rsLoRA,75,5x2,5,2,1,1621,1621,0.0,1,10,10,0,0,0,0,0,0,0,178,7.0
ministral,rsLoRA,76,5x5,5,5,1,744,823,10.62,0,25,25,0,0,0,0,0,0,0,430,16.8
ministral,rsLoRA,77,10x8,10,8,0,2435,7558,210.39,0,186,80,0,10,25,25,68,0,128,4096,160.2
ministral,rsLoRA,78,2x2,2,2,1,698,698,0.0,1,4,4,0,0,0,0,0,0,0,69,2.7
ministral,rsLoRA,79,8x6,8,6,1,1414,1797,27.09,0,48,48,0,0,0,0,0,0,0,874,34.1
ministral,rsLoRA,80,8x5,8,5,1,2241,2339,4.37,0,40,40,0,0,0,0,0,0,0,743,29.0
ministral,rsLoRA,81,3x2,3,2,1,364,364,0.0,1,6,6,0,0,0,0,0,0,0,104,4.1
ministral,rsLoRA,82,10x8,10,8,0,4012,13215,229.39,0,174,80,0,24,45,35,95,0,199,4096,160.1
ministral,rsLoRA,83,4x2,4,2,1,338,338,0.0,1,8,8,0,0,0,0,0,0,0,134,5.3
ministral,rsLoRA,84,4x2,4,2,1,930,930,0.0,1,8,8,0,0,0,0,0,0,0,140,5.5
ministral,rsLoRA,85,9x8,9,8,0,2063,6885,233.74,0,187,72,0,18,36,24,79,0,157,4096,160.2
ministral,rsLoRA,86,8x4,8,4,1,495,571,15.35,0,32,32,0,0,0,0,0,0,0,545,21.2
ministral,rsLoRA,87,9x7,9,7,1,1884,2203,16.93,0,63,63,0,0,0,0,0,0,0,1153,45.2
ministral,rsLoRA,88,6x3,6,3,1,1328,1373,3.39,0,18,18,0,0,0,0,0,0,0,323,12.7
ministral,rsLoRA,89,9x4,9,4,0,250,268,7.2,0,35,36,0,0,3,0,0,1,4,571,22.3
ministral,rsLoRA,90,4x2,4,2,1,301,301,0.0,1,8,8,0,0,0,0,0,0,0,135,5.3
ministral,rsLoRA,91,7x7,7,7,1,1685,2328,38.16,0,49,49,0,0,0,0,0,0,0,928,36.1
ministral,rsLoRA,92,10x10,10,10,0,2329,4866,108.93,0,193,100,0,8,37,20,57,1,123,4096,159.8
ministral,rsLoRA,93,8x7,8,7,1,2787,2992,7.36,0,56,56,0,0,0,0,0,0,0,1056,41.2
ministral,rsLoRA,94,5x2,5,2,1,177,177,0.0,1,10,10,0,0,0,0,0,0,0,157,6.1
ministral,rsLoRA,95,9x4,9,4,0,706,788,11.61,0,35,36,0,0,3,0,0,1,4,596,23.2
ministral,rsLoRA,96,4x2,4,2,1,822,926,12.65,0,8,8,0,0,0,0,0,0,0,138,5.4
ministral,rsLoRA,97,10x9,10,9,0,571,4879,754.47,0,218,90,0,18,38,17,51,0,124,4096,159.0
ministral,rsLoRA,98,5x3,5,3,1,422,424,0.47,0,15,15,0,0,0,0,0,0,0,248,9.7
ministral,rsLoRA,99,6x2,6,2,1,895,933,4.25,0,12,12,0,0,0,0,0,0,0,211,8.3
ministral,rsLoRA,100,8x7,8,7,1,2448,2716,10.95,0,56,56,0,0,0,0,0,0,0,1045,40.6
ministral,rsLoRA,101,10x8,10,8,0,2704,6772,150.44,0,181,80,0,21,41,30,88,0,180,4096,158.7
ministral,rsLoRA,102,9x7,9,7,0,999,1781,78.28,0,68,63,0,0,7,0,0,1,8,1205,47.0
ministral,rsLoRA,103,8x7,8,7,1,1063,1173,10.35,0,56,56,0,0,0,0,0,0,0,970,37.7
ministral,rsLoRA,104,6x6,6,6,0,1136,1173,3.26,0,35,36,0,0,5,0,0,1,6,611,23.9
ministral,rsLoRA,105,10x7,10,7,0,2374,3323,39.97,0,74,70,0,0,2,0,0,1,3,1402,54.4
ministral,rsLoRA,106,10x4,10,4,0,445,445,0.0,1,39,40,0,0,3,0,0,1,4,641,25.2
ministral,rsLoRA,107,4x2,4,2,1,435,435,0.0,1,8,8,0,0,0,0,0,0,0,136,5.3
ministral,rsLoRA,108,6x5,6,5,0,1605,1605,0.0,1,29,30,0,0,4,0,0,1,5,546,21.2
ministral,rsLoRA,109,9x4,9,4,0,1757,1757,0.0,1,35,36,0,0,3,0,0,1,4,642,25.0
ministral,rsLoRA,110,8x6,8,6,0,1637,1870,14.23,0,47,48,0,0,5,0,0,1,6,873,34.1
ministral,rsLoRA,111,9x8,9,8,0,154,192,24.68,0,73,72,0,0,7,0,0,1,8,1110,43.2
ministral,rsLoRA,112,8x6,8,6,1,2959,3376,14.09,0,48,48,0,0,0,0,0,0,0,914,35.7
ministral,rsLoRA,113,5x2,5,2,1,947,947,0.0,1,10,10,0,0,0,0,0,0,0,176,6.9
ministral,rsLoRA,114,10x2,10,2,1,958,1051,9.71,0,20,20,0,0,0,0,0,0,0,348,13.6
ministral,rsLoRA,115,10x6,10,6,0,639,766,19.87,0,59,60,0,0,0,0,0,1,1,977,38.0
ministral,rsLoRA,116,6x3,6,3,1,753,753,0.0,1,18,18,0,0,0,0,0,0,0,305,11.9
ministral,rsLoRA,117,9x8,9,8,0,878,1214,38.27,0,71,72,0,0,7,0,0,1,8,1199,46.6
ministral,rsLoRA,118,7x5,7,5,1,1561,1711,9.61,0,35,35,0,0,0,0,0,0,0,636,24.7
ministral,rsLoRA,119,6x5,6,5,0,1504,1616,7.45,0,29,30,0,0,4,0,0,1,5,528,20.5
ministral,rsLoRA,120,10x10,10,10,0,157,556,254.14,0,252,100,0,1,21,1,16,0,39,4096,158.6
ministral,rsLoRA,121,7x4,7,4,1,1041,1217,16.91,0,28,28,0,0,0,0,0,0,0,510,19.9
ministral,rsLoRA,122,9x3,9,3,1,53,57,7.55,0,27,27,0,0,0,0,0,0,0,371,14.5
ministral,rsLoRA,123,7x3,7,3,1,356,356,0.0,1,21,21,0,0,0,0,0,0,0,334,13.1
ministral,rsLoRA,124,9x6,9,6,1,486,660,35.8,0,54,54,0,0,0,0,0,0,0,893,34.9
ministral,rsLoRA,125,7x4,7,4,0,1681,1683,0.12,0,27,28,0,0,3,0,0,1,4,509,19.9
ministral,rsLoRA,126,6x3,6,3,1,890,890,0.0,1,18,18,0,0,0,0,0,0,0,305,12.0
ministral,rsLoRA,127,9x3,9,3,1,1315,1315,0.0,1,27,27,0,0,0,0,0,0,0,476,18.5
ministral,rsLoRA,128,9x9,9,9,0,520,2848,447.69,0,212,81,0,1,22,7,4,0,34,3822,148.9
ministral,rsLoRA,129,5x3,5,3,1,972,972,0.0,1,15,15,0,0,0,0,0,0,0,260,10.2
ministral,rsLoRA,130,7x5,7,5,1,58,70,20.69,0,35,35,0,0,0,0,0,0,0,491,19.1
ministral,rsLoRA,131,4x2,4,2,1,59,61,3.39,0,8,8,0,0,0,0,0,0,0,118,4.6
ministral,rsLoRA,132,8x8,8,8,0,2917,4009,37.44,0,70,64,0,4,15,1,7,0,27,1347,52.6
ministral,rsLoRA,133,10x10,10,10,0,3106,4805,54.7,0,180,100,0,25,53,31,76,0,185,4096,158.9
ministral,rsLoRA,134,9x3,9,3,0,1271,1560,22.74,0,26,27,0,0,2,0,0,1,3,474,18.5
ministral,rsLoRA,135,8x8,8,8,0,2891,11866,310.45,0,65,64,0,0,4,1,0,0,5,1263,49.1
ministral,rsLoRA,136,7x6,7,6,1,1810,1950,7.73,0,42,42,0,0,0,0,0,0,0,763,29.9
ministral,rsLoRA,137,9x7,9,7,1,2875,3039,5.7,0,63,63,0,0,0,0,0,0,0,1177,46.0
ministral,rsLoRA,138,7x5,7,5,0,1493,1613,8.04,0,34,35,0,0,4,0,0,1,5,628,24.6
ministral,rsLoRA,139,7x2,7,2,1,1230,1436,16.75,0,14,14,0,0,0,0,0,0,0,249,9.8
ministral,rsLoRA,140,4x2,4,2,1,802,932,16.21,0,8,8,0,0,0,0,0,0,0,138,5.4
ministral,rsLoRA,141,5x3,5,3,1,466,484,3.86,0,15,15,0,0,0,0,0,0,0,249,9.8
ministral,rsLoRA,142,6x2,6,2,1,1434,1434,0.0,1,12,12,0,0,0,0,0,0,0,215,8.4
ministral,rsLoRA,143,6x6,6,6,1,1654,2007,21.34,0,36,36,0,0,0,0,0,0,0,677,26.5
ministral,rsLoRA,144,9x7,9,7,0,3094,3892,25.79,0,75,63,0,4,6,0,12,0,22,1429,55.7
ministral,rsLoRA,145,8x3,8,3,1,2117,2194,3.64,0,24,24,0,0,0,0,0,0,0,446,17.4
ministral,rsLoRA,146,8x3,8,3,1,931,1032,10.85,0,24,24,0,0,0,0,0,0,0,422,16.5
ministral,rsLoRA,147,5x4,5,4,1,1336,1440,7.78,0,20,20,0,0,0,0,0,0,0,357,14.0
ministral,rsLoRA,148,10x8,10,8,0,3185,12210,283.36,0,192,80,0,27,39,17,99,0,182,4096,159.8
ministral,rsLoRA,149,10x2,10,2,0,856,856,0.0,1,19,20,0,0,1,0,0,1,2,322,12.6
ministral,rsLoRA,150,8x3,8,3,1,243,255,4.94,0,24,24,0,0,0,0,0,0,0,391,15.2
ministral,rsLoRA,151,9x3,9,3,1,1376,1398,1.6,0,27,27,0,0,0,0,0,0,0,479,18.7
ministral,rsLoRA,152,5x2,5,2,1,588,642,9.18,0,10,10,0,0,0,0,0,0,0,173,6.8
ministral,rsLoRA,153,7x2,7,2,1,2058,2058,0.0,1,14,14,0,0,0,0,0,0,0,259,10.1
ministral,rsLoRA,154,7x6,7,6,1,1331,1432,7.59,0,42,42,0,0,0,0,0,0,0,751,29.3
ministral,rsLoRA,155,8x2,8,2,1,2328,2328,0.0,1,16,16,0,0,0,0,0,0,0,289,11.2
ministral,rsLoRA,156,6x6,6,6,0,1639,1687,2.93,0,35,36,0,0,5,0,0,1,6,656,25.5
ministral,rsLoRA,157,7x4,7,4,0,804,873,8.58,0,27,28,0,0,3,0,0,1,4,477,18.6
ministral,rsLoRA,158,8x7,8,7,1,254,286,12.6,0,56,56,0,0,0,0,0,0,0,904,35.1
ministral,rsLoRA,159,10x8,10,8,0,1617,3752,132.03,0,113,80,0,1,16,1,0,0,18,2117,82.1
ministral,rsLoRA,160,10x4,10,4,1,801,939,17.23,0,40,40,0,0,0,0,0,0,0,679,26.4
ministral,rsLoRA,161,8x8,8,8,0,1695,2499,47.43,0,70,64,0,0,7,0,0,1,8,1307,51.0
ministral,rsLoRA,162,6x6,6,6,0,1383,1496,8.17,0,35,36,0,0,5,0,0,1,6,638,24.8
ministral,rsLoRA,163,7x7,7,7,1,2859,3413,19.38,0,49,49,0,0,0,0,0,0,0,924,35.9
ministral,rsLoRA,164,10x2,10,2,0,873,856,-1.95,0,18,20,0,0,0,0,0,2,2,318,12.4
ministral,rsLoRA,165,5x3,5,3,1,543,556,2.39,0,15,15,0,0,0,0,0,0,0,258,10.1
ministral,rsLoRA,166,4x4,4,4,1,412,460,11.65,0,16,16,0,0,0,0,0,0,0,256,10.1
ministral,rsLoRA,167,10x2,10,2,1,583,583,0.0,1,20,20,0,0,0,0,0,0,0,331,13.0
ministral,rsLoRA,168,9x7,9,7,0,615,731,18.86,0,63,63,0,0,1,0,0,0,1,1038,40.6
ministral,rsLoRA,169,5x2,5,2,1,545,545,0.0,1,10,10,0,0,0,0,0,0,0,169,6.6
ministral,rsLoRA,170,9x6,9,6,0,1799,2156,19.84,0,53,54,0,0,5,0,0,1,6,985,38.5
ministral,rsLoRA,171,2x2,2,2,1,72,72,0.0,1,4,4,0,0,0,0,0,0,0,58,2.3
ministral,rsLoRA,172,10x7,10,7,0,2254,3086,36.91,0,72,70,0,0,0,0,0,2,2,1354,52.8
ministral,rsLoRA,173,8x3,8,3,1,870,870,0.0,1,24,24,0,0,0,0,0,0,0,409,16.0
ministral,rsLoRA,174,8x8,8,8,1,1258,1507,19.79,0,66,64,0,0,0,0,0,0,0,1153,45.0
ministral,rsLoRA,175,8x7,8,7,1,612,746,21.9,0,56,56,0,0,0,0,0,0,0,916,35.7
ministral,rsLoRA,176,10x10,10,10,0,359,1315,266.3,0,241,100,0,1,21,3,12,0,37,4096,159.1
ministral,rsLoRA,177,10x8,10,8,0,57,78,36.84,0,87,80,0,1,0,0,2,0,3,1197,46.8
ministral,rsLoRA,178,5x5,5,5,0,1420,1759,23.87,0,24,25,0,0,4,0,0,1,5,460,18.0
ministral,rsLoRA,179,9x7,9,7,1,1867,2775,48.63,0,67,63,0,0,0,0,0,0,0,1244,48.8
ministral,rsLoRA,180,8x5,8,5,1,441,496,12.47,0,40,40,0,0,0,0,0,0,0,659,25.9
ministral,rsLoRA,181,9x4,9,4,0,1052,1128,7.22,0,35,36,0,0,3,0,0,1,4,624,24.4
ministral,rsLoRA,182,3x2,3,2,1,162,162,0.0,1,6,6,0,0,0,0,0,0,0,96,3.8
ministral,rsLoRA,183,10x2,10,2,1,1527,1527,0.0,1,20,20,0,0,0,0,0,0,0,356,14.0
ministral,rsLoRA,184,7x6,7,6,1,667,753,12.89,0,42,42,0,0,0,0,0,0,0,716,28.0
ministral,rsLoRA,185,7x4,7,4,1,1851,1851,0.0,1,28,28,0,0,0,0,0,0,0,511,19.9
ministral,rsLoRA,186,6x4,6,4,1,1335,1404,5.17,0,24,24,0,0,0,0,0,0,0,430,16.9
ministral,rsLoRA,187,10x7,10,7,0,2042,2579,26.3,0,72,70,0,0,10,0,0,1,11,1355,53.2
ministral,rsLoRA,188,8x5,8,5,1,1700,1924,13.18,0,40,40,0,0,0,0,0,0,0,731,28.6
ministral,rsLoRA,189,7x2,7,2,1,1390,1390,0.0,1,14,14,0,0,0,0,0,0,0,257,10.1
ministral,rsLoRA,190,7x4,7,4,1,1296,1493,15.2,0,28,28,0,0,0,0,0,0,0,499,19.4
ministral,rsLoRA,191,4x3,4,3,1,1451,1451,0.0,1,12,12,0,0,0,0,0,0,0,216,8.5
ministral,rsLoRA,192,4x4,4,4,1,143,151,5.59,0,16,16,0,0,0,0,0,0,0,245,9.6
ministral,rsLoRA,193,9x4,9,4,1,860,865,0.58,0,36,36,0,0,0,0,0,0,0,613,24.0
ministral,rsLoRA,194,4x3,4,3,1,1187,1375,15.84,0,12,12,0,0,0,0,0,0,0,216,8.5
ministral,rsLoRA,195,10x8,10,8,0,219,351,60.27,0,102,80,0,0,8,0,0,0,8,1629,63.4
ministral,rsLoRA,196,6x5,6,5,0,2582,2896,12.16,0,29,30,0,0,4,0,0,1,5,560,22.0
ministral,rsLoRA,197,10x7,10,7,1,1876,2159,15.09,0,70,70,0,0,0,0,0,0,0,1270,49.6
ministral,rsLoRA,198,9x4,9,4,0,1888,1955,3.55,0,35,36,0,0,3,0,0,1,4,660,25.8
ministral,rsLoRA,199,5x5,5,5,1,402,443,10.2,0,25,25,0,0,0,0,0,0,0,410,16.0
ministral,rsLoRA,200,8x6,8,6,1,1622,2009,23.86,0,48,48,0,0,0,0,0,0,0,861,33.6
qwen2,LoRA,1,7x3,7,3,0,977,1053,7.78,0,21,21,0,0,5,4,0,2,11,422,5.7
qwen2,LoRA,2,7x7,7,7,0,941,1719,82.68,0,46,49,0,1,17,10,1,10,39,993,12.8
qwen2,LoRA,3,6x2,6,2,0,1402,1418,1.14,0,8,12,0,0,2,4,0,4,10,209,2.6
qwen2,LoRA,4,6x3,6,3,0,1565,2688,71.76,0,17,18,0,0,6,3,2,4,15,379,4.7
qwen2,LoRA,5,5x4,5,4,0,1286,1096,-14.77,0,12,20,0,3,9,8,3,8,31,350,4.4
qwen2,LoRA,6,6x2,6,2,0,449,528,17.59,0,12,12,0,0,2,3,0,2,7,247,3.1
qwen2,LoRA,7,8x5,8,5,0,462,765,65.58,0,29,40,0,0,12,11,1,12,36,666,8.4
qwen2,LoRA,8,6x3,6,3,0,498,556,11.65,0,13,18,0,0,3,4,0,5,12,285,3.6
qwen2,LoRA,9,8x4,8,4,0,1157,1381,19.36,0,25,32,0,0,12,9,0,9,30,609,7.7
qwen2,LoRA,10,3x2,3,2,1,71,71,0.0,1,6,6,0,0,0,0,0,0,0,87,1.1
qwen2,LoRA,11,3x3,3,3,0,146,141,-3.42,0,5,9,0,0,1,4,0,4,9,136,1.7
qwen2,LoRA,12,4x2,4,2,0,409,406,-0.73,0,7,8,0,0,0,1,0,1,2,134,1.7
qwen2,LoRA,13,6x3,6,3,0,1289,2196,70.36,0,17,18,0,1,5,4,0,3,13,387,4.8
qwen2,LoRA,14,4x2,4,2,0,525,505,-3.81,0,7,8,0,0,0,1,0,1,2,137,1.7
qwen2,LoRA,15,10x5,10,5,0,854,1784,108.9,0,50,50,0,0,14,5,1,6,26,986,12.6
qwen2,LoRA,16,8x5,8,5,0,2499,8544,241.9,0,36,40,0,0,12,12,1,9,34,916,11.7
qwen2,LoRA,17,9x8,9,8,0,1223,2135,74.57,0,91,72,0,1,42,15,13,11,82,1930,25.6
qwen2,LoRA,18,10x6,10,6,0,955,1935,102.62,0,46,60,0,0,22,20,3,17,62,1203,15.6
qwen2,LoRA,19,3x2,3,2,0,332,368,10.84,0,4,6,0,0,1,2,0,2,5,99,1.2
qwen2,LoRA,20,9x4,9,4,0,686,1170,70.55,0,27,36,0,1,10,5,3,9,28,562,7.1
